full_text,Misoginy
"Entonces los cánticos feminazis eran una serenata a revufashion....este si que es un todo un violador feminista, su familia debe estar que brinca de alegría...",1
" A eso nos han llevado esas enfermas feminazis que ahora están regadas por todo lado aflorando sus traumas y frustraciones como mujeres verdaderas. 
#NoFeminazis #SiCaballerosDeVerdad",1
" Hay que entender que la señorita es Feminazi y ante eso ya no se puede llevar contra, mejor nos reímos, ya que para variar no es tan preciosa que digamos... Que bien que hay mujeres como usted!!",1
Al parecer para las feminazis hay diferentes tipos de libertad de expresión. Según entiendo está la de ellas que es absoluta y la del resto que no piensa como ellas que no debería existir porque las ofende. ,1
"  Exacto, pero ponerla de ejemplo de feminista para nada. Es todo lo contrario. Una mujer que se dejaba humillar y maltratar por un tipo que se creía una divinidad.

Es todo lo contrario a una feminista, pero las ignorantes feminazis la adoran.",1
"Otro caso Más de utilización de la ley de Violencia de género en procesos de divorcio. Y por su puesto la justicia aplicando el fundamentalismo feminazi. #yositecreohermano
",1
" Las feministas(Feminazis) estan manejadas por las ONG de izquierda para desestabilizar la sociedas, nunca van alzar su voz por alguien de derecha o centro.
Miren el caso Tavara. Asi que a Keiko peor. Para ellas Keiko es hombre, macho, varón por que solo la atacan.
#izquierdanunca",1
"Feminazis, trabajo sí hay. ",1
una feminazi deseandote la muerte parte 1000 ,1
"  Lamentable titular. No se ven feministas cantando que la culpa no era suya... ni como vestía...que falta de sororidad chikes... Tal vez y si se muestra una horrenda feminazi peluda con tetas al aire, W.Alván y hasta la Montenegro estarían defendiendo a esta ""víctima de maltrato""",1
 No entiende que hace un negocio con las feminazis,1
   Y las feminazis que se creen hombre. Como quedan ahí! 😅🤣☺,1
Que salgan ahora si la feminazis a luchar por la igualdad... ,1
 LAS FEMINAZIS MANDAN A DECIR QUE LA AGRESORA ESTABA POSEÍDA POR UN MACHO.....😎🇪🇨,1
"""Viva el patriarcado""
""vuelve a la cocina""
""feminazi :v""
""el patriarcado ni se inmuta""
""hazme un sandwich :vv"" ",1
"    El error será usted misma, no el diario, feminazi...",1
¿Incluye la glorificación d las #feminazis? ,1
" Los análisis al cual hago referencia del sr irvin, son sobre geopolitica, medio Oriente y otras cosas de especial interés, no sobre FEMINAZIS paranoicas. Gracias. Un gusto interactuar con usted. Ojo no la estoy acosando. Cuidado.! :)",1
#FelizSabado ahora que se discute sobre la #3raGuerraMundial no veo muchas #Feministas #feminazis o mujeres empoderadas ladrando que van a acabar con Irán. ,1
 Los LGTB y feminazis no dicen nada ante este caso... en este motivo tampoco hay disculpa.... ,1
  Nuevo caso de violencia feminazi contra inocente hombre.......,1
" Y más que eso, intolerantes, destructivas, extremistas...
Aplaudo a Suriani... Porque debe callar lo que piensa y las ""Feminazis"" no....
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",1
Esa morra es bonita solo que es muy insolente y tiene tendencia feminazi.,1
 Oye disculpame no due mi intencion atacarte crei QUE formabas parte de ESA ABERRACION QUE SON LAS FEMINAZIS disculpame de verdad estoy contra ellas POR Como MAL REPRESENTAN A LAS MUJERES Y POR COMO TRATAN AL IDIOMA SIN RESPETO ALGUNO Y COMO TIENEN ESE PROGRAMA LLAMADO TODES 😔,1
"Ve, y a todas estas, las feministas y feminazis celebraron la navidad?",1
"Esta es una bruja sin escrúpulos, cuando una lesbiana mata a su compañera ella dice que lo hizo por que reproduce conductas machistas. No acabas de entender que el asesino es asesino sin importar su género #Feminazi #silvita ",1
Una féminazi ver a ver esto y se le va a salir un ojo 😎👍 ,1
Su palabra por delante Señora 💩💩🙊 asquerosidad #Feminazi #feminismo #Feministas #feminist #ElVioladorEnTuCamino #ElVioladorErasTu ,1
" Si se tapan la cara son criminales camuflados y ocultos, como los milicianos, narcoprogresistas y feminazis que destruyen, denigran y saquean el futuro de Chile. La verdadera cruz roja no ha necesitado esconder su rostro y ocultarse durante las guerras mas sangrientas. Chanta",1
" Manada de cerdas, feminazis",1
"    Las feminazis son mal culiadas, no hay como decirles nada",1
"Esperando que las feminazis saquen el éxito: ""La asesina eres tú""... ",1
"Así es!. Por ejemplo, ud es preciosa mi estimada exEscoria. Yo te veo en la calle y te lanzo tu piropito, así se cabree mi esposa jaja.
Estot convencido que la feminazi a quién le cabrea que le digan preciosa tiene una razón de peso diferente al irrespeto que reclama. ",1
 Es que es amiguis de la mayor incitadora al odio...la mayor feminazi...silvita buenanoche!,1
   Pendejadas de feminazis ridiculas,1
 Ya mismo sale una feminazi a endilgarle algo a tu tatarabuelo...,1
" Jajajaja yo la silencié, me aparecía hasta en la sopa con sus tweets feminazis. 🙄",1
"   Se imagina un ""encuentro"" entre Jorgito y una Feminazi? Eso tendría un final épico!",1
 Feminazi tenía k ser,1
 Estàs feminazis después se victimizan está vida y la otra queriendo q todos les den la razón,1
"Woo..woo..Woo.🤬 Detenme ese TREN #FEMINAZI de PREJUICIOS PENDEJOS q NO ayudan en NADA, sólo a hacer esta sociedad más en VERGA y de MIERDA💩.Soy una MUJER de 36 años q se rasura porque me da la PUTA GANA, porque QUIERO,porque eso me da picazón tener los vellos muy largos PUNTO🙂 ",1
"Feliz año nuevo a todos, excepto a los zurdos, a las feminazis, a los politicos ladrones y a los que no usan direccional. Feliz 2020!",1
"Feminazis, lean con toda atención. ",1
" Felicidades! Te salió la carta feminazi! Con cada acto que realices en el próximo año, estarás ayudando a la caída del patriarcado.",1
 Jajaja ay Judy la feminazis no saben que es eso😷,1
Qué dicen las feminazis cuando una madre le pega a su hija? Si hubiese sido un hombre con el cinto en la mano ya está en cana. Si en cambio fuese una madre contra un niño... ,1
Ay las feminazis si fuera al revés... ,1
 Jajajaja y quién es usted para decir quién debe opinar y quién no? Después se enojan cuando les dicen feminazis,1
" No me conocen ni mis vecinos :( 
No pasa nada igual, esta no es otra cuenta feminazi más tranqui jaja",1
"Se salvan esas feminazis, de yo no estar ahí. Porque me las raspo! Malparias ",1
                          Son unos seres malignos asesinas de mierda feminazis,1
" Esta pelaita es una feminazi en el closet, su amargura es brutal!!!",1
 La feminazi. Ojalá se queden solas. Nada de malo hay en ese chat. Viven del odio esas ratas,1
" Ahora las femilocas y feminazis, con que van a salir?!",1
 Que Jartera estas Feminazis 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,1
  La incoherencia estupida en la cual se manejan. Rayan en lo  ridículo las feminazis.,1
"Yo no soy muy religioso que se diga pero esto me acerca más a la religión, estas feminazis son unas hijas de puta sin respeto por nada ni por nadie. ",1
 Es una de las modernas y malditas feminazis que no debieron nacer.,1
" ESTA BIEN, PORQUE LA GRETA ES UN PICHÓN DE FEMINAZI , CON TODO LO QUE SIGNIFICA",1
Sin vergüenza . Feminazi de mierda ,1
"     ¿Y cuántos indígenas d los que violaron a mujeres miembros de la  están presos? Hasta donde sabemos, ninguno, así que no se venga a hacer la heroína, usted es una feminazi más.",1
" O sea,mancillan el cuerpo femenino cómo si fuera lo más importante.
Definitivamente no tienen cerebro 
Qué vergüenza de Feminazis
Pena ajena,no saben sino hacer show depravados",1
"Y siguen las feminazis que ya sabemos no tienen sentido común diciendo que burlarse de su canción de porquería es burlarse de las mujeres muertas.
No pueden entender que ellas son el chiste con patas, son tan patéticas que nos dan material para memes y burlas todo el tiempo. ",1
 Las feminazis unen a la izquierda y derecha jaja son tan ridículas que pocas les dan bola,1
      Barcelona termina con tu grupito feminazi ..te metiste co  lo que no debías meterte pendeja,1
"  Esto del violador, ha sido hasta ahora el mayor ridículo de las feminazis, despues de que dijeran que los gallos violaban a las gallinas y que por eso no comian huevos. La degradacion mental del ser humano, cada vez se extiende con fuerza, hasta dejar a la raza humana sin valor. ",1
"Performance feminazi-separata en Vic.

La madre que parió a Panete! 🤦‍♀️

",1
Descripción feminazi prototipo! 🤣 ,1
" El Papa como toda figura pública mundial tiene serías amenazas de muerte. 
Y si consideramos los atentados de las feminazis, su reacción es lo mas lógico del mundo.",1
Es su gran oportunidad Masistas y Feminazis de unirse en Mordor! 😂 😂 😂 ,1
"  Estas son las ministras del loby trans gay aborteras feminazis etc !!!
Todas cortadas con la.misma tijera COMUNISTA !!!!!",1
"No existe mayor envidia en el universo, que el que tiene una feminazi hacia una mujer felizmente casada.",1
Que una feminazi me explique por qué hay servicio militar obligatorio para hombres y no para mujeres en un estado patriarcal y opresor para las mujeres.,1
   Ahora se acuerdan de las madres pero como son pro aborto por suerte ya que estamos seguros que no se reproducen Feminazis,1
resentidos sociales feminazis pro abortos veronika mendoza acomplejados ideología de género porquerías marxistas dejen a los reyes comer pastel en paz quien los manda a ser pobres ,1
En un muestreo tomado del “universo feminazi”: ,1
Arriba el #patriarcado con esto se mueren las #Feminazis jajaja ,1
" Y después se sorprenden que les digan feminazis... Aunque el chiste sea de mal gusto, una persona puede hacer un chiste de lo que quiera. Es una locura esto.",1
 Basta ver su simbolito verde y morado para saber que es una core feminazi. WTF,1
"     Anda a ligar a protestas feminazis anda, eres de esos  patéticos.",1
"Cobarde como todo ROSQUETE, FEMINAZI, PROGRE, ZURDO, CAVIAR y toda escoria junta ",1
 Que paso! Varon... Relájese. Por usted luego las feminazis tienen mil motivos de hacerse más agresivas.,1
" Me podes explicar por favor que hiciste de tu vida? por que sos diputada? terminaste el colegio? hablas de macri como si fueses a entender la historia argentina, pero tenes 18 añitos pendejita, sos populista, feminazi, abortera. Pobre la gente que te banca, no entienden nada.",1
  Está gente hace de todo una guerra. Que insoportables son las feminazis,1
"Entrar a Twitter y ver todo el show de las feminazis por el piropo del policia🙄 cada vez este mundo está peor, que miedo dan estas mujeres, ahora cualquier estupida se aprovecha de su condición de genero 😤",1
"  Es que pierdo la paciencia con gente como tu, y es mas facil para mi, mandarte a la casa de la verga, si no te conozco
..y de paso eres una feminazi! Bai",1
" Así o más claro así se le habla a los vientres secos,resentidas sociales,que quieren llamar la atención ncion con sus estupidas  imbecilidad factor que domina  el mundo de las feminazis.",1
"😂😂 Ante una pregunta válida, se molestan y actúan con arrogancia. #Feminazis ",1
  mantenida de mierda.... en su caso las feminazis que dirán..?? igualdad de genero jaajaj chistosa,1
"Aún mostrando casos reales de que les falta más de UN TORNILLO en la cabeza, ellas aseguran estar en lo correcto, y te llaman transfóbico.

Les dejo a TODAS las Feminazis este dilema.  ",1
"  Ustedes las feminazis por norma y por estilo de vida demuestran su odio a los hombres, ya ni lo disimulan, no es la primera vez q tratan de hacerse las graciosas esparciendo su odio contra los hombres. No parecen q hayan venido de un hombre.",1
"  Las que son mamonas son las feminazis y las politiquillas. Cuando enseñan más el corazón y el día a día no se sienten superiores, son más relax y no andan con cosas. Por eso sigo a gente como  tienen los pies sobre la tierra, aunque a veces jueguen a qué no 😊",1
  Amigues su abuela! Edúquese un poquito con la RAE. A no ser que piense que es parte del “patriarcado” como dicen las feminazis...,1
" Es jna feminazi, ¿que esperas?. :v",1
Esto no vende. La dictadura #feminazi si. #stopfeminazis ,1
 ¡Duro con esa feminazi loca y apestosa!,1
" Así es, toda la vida serán llamadas Feminazis, y no olviden el desodorante  porque ese grajo que despiden en las marchas es tan desagradable como el aborto que desean implantar.",1
  UN PIROPO NO ES INSULTO. UNA PATANERIA SI LO ES. HABLA UN QUITEÑO DE CEPA. QUITO CUNA DE PIROPOS Y EN LA COSTA SE ELABORAN LOAS A LAS DAMICELAS. PERO PARA LAS FEMINAZIS TODO ES AGRESION,1
"Hay una tuitera cuyo nombre no voy a decir por no hacerle 'famosa' a #Nubianaki, q se ha dado el lujo de estudiar en el extranjero y de ser una mantenida de mierda, a punta del esfuerzo de un ONVRE, su padre.

Y aún así tiene el descaro de ser feminazi y quejarse del patriarcado.",1
" Ni Los asesinos, ni homosexuales, ni lesbianas, ni feminazis heredarán el Reino de Dios!.",1
"#FEMINAZI que quiere participar en política 😡😡😡
Por eso estamos con leyes -#PROMUERTE  por engendros como éstos 
#INDIGNANTE ",1
"Seguro saldrá alguna #FemiNazi a defenderla, está bueno por cochina ",1
